sku,selling_price,num_sales,revenue
142d63107737a448dc2dfe2dcd0154b8,237,68,16160
142d63107737a448dc2dfe2dcd0154b8,251,36,9059
142d63107737a448dc2dfe2dcd0154b8,300,43,12906
142d63107737a448dc2dfe2dcd0154b8,349,50,17450
142d63107737a448dc2dfe2dcd0154b8,353,52,18356
142d63107737a448dc2dfe2dcd0154b8,396,58,23009
142d63107737a448dc2dfe2dcd0154b8,531,76,40374
142d63107737a448dc2dfe2dcd0154b8,699,100,69900
142d63107737a448dc2dfe2dcd0154b8,2036,300,610809
1cbaaeb2212bbbe9d458ca9b81d74db7,0,18,12
1cbaaeb2212bbbe9d458ca9b81d74db7,1,57,85
1cbaaeb2212bbbe9d458ca9b81d74db7,2,36,86
1cbaaeb2212bbbe9d458ca9b81d74db7,3,26,94
1cbaaeb2212bbbe9d458ca9b81d74db7,4,2,11
1cbaaeb2212bbbe9d458ca9b81d74db7,5,4,28
1cbaaeb2212bbbe9d458ca9b81d74db7,6,4,38
1cbaaeb2212bbbe9d458ca9b81d74db7,7,1,33
1cbaaeb2212bbbe9d458ca9b81d74db7,8,3,59
1cbaaeb2212bbbe9d458ca9b81d74db7,9,1,52
1cbaaeb2212bbbe9d458ca9b81d74db7,10,6,147
1cbaaeb2212bbbe9d458ca9b81d74db7,11,2,185
1cbaaeb2212bbbe9d458ca9b81d74db7,12,8,282
1cbaaeb2212bbbe9d458ca9b81d74db7,13,2,386
1cbaaeb2212bbbe9d458ca9b81d74db7,14,0,411
1cbaaeb2212bbbe9d458ca9b81d74db7,15,0,642
1cbaaeb2212bbbe9d458ca9b81d74db7,16,6,861
1cbaaeb2212bbbe9d458ca9b81d74db7,17,9,1460
1cbaaeb2212bbbe9d458ca9b81d74db7,18,12,1840
1cbaaeb2212bbbe9d458ca9b81d74db7,19,14,2287
1cbaaeb2212bbbe9d458ca9b81d74db7,20,21,2968
1cbaaeb2212bbbe9d458ca9b81d74db7,21,35,4261
1cbaaeb2212bbbe9d458ca9b81d74db7,22,42,4453
1cbaaeb2212bbbe9d458ca9b81d74db7,23,64,5843
1cbaaeb2212bbbe9d458ca9b81d74db7,24,63,5961
1cbaaeb2212bbbe9d458ca9b81d74db7,25,183,8790
1cbaaeb2212bbbe9d458ca9b81d74db7,26,153,8502
1cbaaeb2212bbbe9d458ca9b81d74db7,27,210,10836
1cbaaeb2212bbbe9d458ca9b81d74db7,28,218,11550
1cbaaeb2212bbbe9d458ca9b81d74db7,29,288,14807
1cbaaeb2212bbbe9d458ca9b81d74db7,30,398,16661
1cbaaeb2212bbbe9d458ca9b81d74db7,31,423,18541
1cbaaeb2212bbbe9d458ca9b81d74db7,32,459,21168
1cbaaeb2212bbbe9d458ca9b81d74db7,33,464,22987
1cbaaeb2212bbbe9d458ca9b81d74db7,34,543,26721
1cbaaeb2212bbbe9d458ca9b81d74db7,35,680,32993
1cbaaeb2212bbbe9d458ca9b81d74db7,36,660,33762
1cbaaeb2212bbbe9d458ca9b81d74db7,37,674,35778
1cbaaeb2212bbbe9d458ca9b81d74db7,38,760,42265
1cbaaeb2212bbbe9d458ca9b81d74db7,39,736,40378
1cbaaeb2212bbbe9d458ca9b81d74db7,40,808,45795
1cbaaeb2212bbbe9d458ca9b81d74db7,41,810,48267
1cbaaeb2212bbbe9d458ca9b81d74db7,42,872,54213
1cbaaeb2212bbbe9d458ca9b81d74db7,43,796,51371
1cbaaeb2212bbbe9d458ca9b81d74db7,44,900,60258
1cbaaeb2212bbbe9d458ca9b81d74db7,45,877,59169
1cbaaeb2212bbbe9d458ca9b81d74db7,46,949,64718
1cbaaeb2212bbbe9d458ca9b81d74db7,47,943,66940
1cbaaeb2212bbbe9d458ca9b81d74db7,48,927,68313
1cbaaeb2212bbbe9d458ca9b81d74db7,49,1016,74256
1cbaaeb2212bbbe9d458ca9b81d74db7,50,1134,77321
1cbaaeb2212bbbe9d458ca9b81d74db7,51,1104,78471
1cbaaeb2212bbbe9d458ca9b81d74db7,52,1175,86048
1cbaaeb2212bbbe9d458ca9b81d74db7,53,1168,87797
1cbaaeb2212bbbe9d458ca9b81d74db7,54,1160,89904
1cbaaeb2212bbbe9d458ca9b81d74db7,55,1232,96062
1cbaaeb2212bbbe9d458ca9b81d74db7,56,1211,96645
1cbaaeb2212bbbe9d458ca9b81d74db7,57,1248,101631
1cbaaeb2212bbbe9d458ca9b81d74db7,58,1277,104723
1cbaaeb2212bbbe9d458ca9b81d74db7,59,1284,104022
1cbaaeb2212bbbe9d458ca9b81d74db7,60,1437,105495
1cbaaeb2212bbbe9d458ca9b81d74db7,61,1395,107076
1cbaaeb2212bbbe9d458ca9b81d74db7,62,1419,111977
1cbaaeb2212bbbe9d458ca9b81d74db7,63,1335,107542
1cbaaeb2212bbbe9d458ca9b81d74db7,64,1362,113393
1cbaaeb2212bbbe9d458ca9b81d74db7,65,1401,116628
1cbaaeb2212bbbe9d458ca9b81d74db7,66,1447,121658
1cbaaeb2212bbbe9d458ca9b81d74db7,67,1448,124805
1cbaaeb2212bbbe9d458ca9b81d74db7,68,1358,117431
1cbaaeb2212bbbe9d458ca9b81d74db7,69,1424,124821
1cbaaeb2212bbbe9d458ca9b81d74db7,70,1293,111594
1cbaaeb2212bbbe9d458ca9b81d74db7,71,1469,129080
1cbaaeb2212bbbe9d458ca9b81d74db7,72,1422,127356
1cbaaeb2212bbbe9d458ca9b81d74db7,73,1448,132439
1cbaaeb2212bbbe9d458ca9b81d74db7,74,1429,133760
1cbaaeb2212bbbe9d458ca9b81d74db7,75,1586,144380
1cbaaeb2212bbbe9d458ca9b81d74db7,76,1537,143094
1cbaaeb2212bbbe9d458ca9b81d74db7,77,1358,129538
1cbaaeb2212bbbe9d458ca9b81d74db7,78,1406,133687
1cbaaeb2212bbbe9d458ca9b81d74db7,79,1334,129208
1cbaaeb2212bbbe9d458ca9b81d74db7,80,1408,136855
1cbaaeb2212bbbe9d458ca9b81d74db7,81,1360,134459
1cbaaeb2212bbbe9d458ca9b81d74db7,82,1378,137984
1cbaaeb2212bbbe9d458ca9b81d74db7,83,1332,137237
1cbaaeb2212bbbe9d458ca9b81d74db7,84,1350,138703
1cbaaeb2212bbbe9d458ca9b81d74db7,85,1375,144307
1cbaaeb2212bbbe9d458ca9b81d74db7,86,1380,147696
1cbaaeb2212bbbe9d458ca9b81d74db7,87,1351,146921
1cbaaeb2212bbbe9d458ca9b81d74db7,88,1276,140820
1cbaaeb2212bbbe9d458ca9b81d74db7,89,1247,137691
1cbaaeb2212bbbe9d458ca9b81d74db7,90,1207,127429
1cbaaeb2212bbbe9d458ca9b81d74db7,91,1365,146685
1cbaaeb2212bbbe9d458ca9b81d74db7,92,1280,138897
1cbaaeb2212bbbe9d458ca9b81d74db7,93,1221,134037
1cbaaeb2212bbbe9d458ca9b81d74db7,94,1313,147789
1cbaaeb2212bbbe9d458ca9b81d74db7,95,1308,148478
1cbaaeb2212bbbe9d458ca9b81d74db7,96,1186,137568
1cbaaeb2212bbbe9d458ca9b81d74db7,97,1277,148894
1cbaaeb2212bbbe9d458ca9b81d74db7,98,1158,134249
1cbaaeb2212bbbe9d458ca9b81d74db7,99,1235,144866
1cbaaeb2212bbbe9d458ca9b81d74db7,100,1196,137509
1cbaaeb2212bbbe9d458ca9b81d74db7,101,1190,140784
1cbaaeb2212bbbe9d458ca9b81d74db7,102,1187,141141
1cbaaeb2212bbbe9d458ca9b81d74db7,103,1060,128783
1cbaaeb2212bbbe9d458ca9b81d74db7,104,1132,138163
1cbaaeb2212bbbe9d458ca9b81d74db7,105,1097,132717
1cbaaeb2212bbbe9d458ca9b81d74db7,106,1002,124036
1cbaaeb2212bbbe9d458ca9b81d74db7,107,1102,138325
1cbaaeb2212bbbe9d458ca9b81d74db7,108,1075,135124
1cbaaeb2212bbbe9d458ca9b81d74db7,109,1151,148534
1cbaaeb2212bbbe9d458ca9b81d74db7,110,969,127276
1cbaaeb2212bbbe9d458ca9b81d74db7,111,1090,142748
1cbaaeb2212bbbe9d458ca9b81d74db7,112,1001,133928
1cbaaeb2212bbbe9d458ca9b81d74db7,113,1005,135455
1cbaaeb2212bbbe9d458ca9b81d74db7,114,961,130379
1cbaaeb2212bbbe9d458ca9b81d74db7,115,853,117519
1cbaaeb2212bbbe9d458ca9b81d74db7,116,975,134726
1cbaaeb2212bbbe9d458ca9b81d74db7,117,946,128367
1cbaaeb2212bbbe9d458ca9b81d74db7,118,877,122546
1cbaaeb2212bbbe9d458ca9b81d74db7,119,922,129885
1cbaaeb2212bbbe9d458ca9b81d74db7,120,922,123579
1cbaaeb2212bbbe9d458ca9b81d74db7,121,812,110409
1cbaaeb2212bbbe9d458ca9b81d74db7,122,887,122093
1cbaaeb2212bbbe9d458ca9b81d74db7,123,853,119149
1cbaaeb2212bbbe9d458ca9b81d74db7,124,908,127875
1cbaaeb2212bbbe9d458ca9b81d74db7,125,891,125885
1cbaaeb2212bbbe9d458ca9b81d74db7,126,904,127775
1cbaaeb2212bbbe9d458ca9b81d74db7,127,883,127503
1cbaaeb2212bbbe9d458ca9b81d74db7,128,826,118824
1cbaaeb2212bbbe9d458ca9b81d74db7,129,739,108638
1cbaaeb2212bbbe9d458ca9b81d74db7,130,693,103298
1cbaaeb2212bbbe9d458ca9b81d74db7,131,717,107532
1cbaaeb2212bbbe9d458ca9b81d74db7,132,699,105779
1cbaaeb2212bbbe9d458ca9b81d74db7,133,680,103757
1cbaaeb2212bbbe9d458ca9b81d74db7,134,708,109236
1cbaaeb2212bbbe9d458ca9b81d74db7,135,654,101363
1cbaaeb2212bbbe9d458ca9b81d74db7,136,737,115799
1cbaaeb2212bbbe9d458ca9b81d74db7,137,681,105465
1cbaaeb2212bbbe9d458ca9b81d74db7,138,665,105145
1cbaaeb2212bbbe9d458ca9b81d74db7,139,711,112271
1cbaaeb2212bbbe9d458ca9b81d74db7,140,665,104045
1cbaaeb2212bbbe9d458ca9b81d74db7,141,560,88184
1cbaaeb2212bbbe9d458ca9b81d74db7,142,595,94757
1cbaaeb2212bbbe9d458ca9b81d74db7,143,589,95288
1cbaaeb2212bbbe9d458ca9b81d74db7,144,643,105334
1cbaaeb2212bbbe9d458ca9b81d74db7,145,488,80467
1cbaaeb2212bbbe9d458ca9b81d74db7,146,637,106648
1cbaaeb2212bbbe9d458ca9b81d74db7,147,524,88887
1cbaaeb2212bbbe9d458ca9b81d74db7,148,522,88858
1cbaaeb2212bbbe9d458ca9b81d74db7,149,602,101318
1cbaaeb2212bbbe9d458ca9b81d74db7,150,542,89204
1cbaaeb2212bbbe9d458ca9b81d74db7,151,519,85884
1cbaaeb2212bbbe9d458ca9b81d74db7,152,553,93045
1cbaaeb2212bbbe9d458ca9b81d74db7,153,436,73444
1cbaaeb2212bbbe9d458ca9b81d74db7,154,602,103330
1cbaaeb2212bbbe9d458ca9b81d74db7,155,481,83548
1cbaaeb2212bbbe9d458ca9b81d74db7,156,478,82540
1cbaaeb2212bbbe9d458ca9b81d74db7,157,439,75924
1cbaaeb2212bbbe9d458ca9b81d74db7,158,471,83586
1cbaaeb2212bbbe9d458ca9b81d74db7,159,473,84992
1cbaaeb2212bbbe9d458ca9b81d74db7,160,422,76008
1cbaaeb2212bbbe9d458ca9b81d74db7,161,352,62878
1cbaaeb2212bbbe9d458ca9b81d74db7,162,464,84455
1cbaaeb2212bbbe9d458ca9b81d74db7,163,482,87671
1cbaaeb2212bbbe9d458ca9b81d74db7,164,418,76011
1cbaaeb2212bbbe9d458ca9b81d74db7,165,456,83656
1cbaaeb2212bbbe9d458ca9b81d74db7,166,410,76303
1cbaaeb2212bbbe9d458ca9b81d74db7,167,411,77030
1cbaaeb2212bbbe9d458ca9b81d74db7,168,346,66274
1cbaaeb2212bbbe9d458ca9b81d74db7,169,318,60359
1cbaaeb2212bbbe9d458ca9b81d74db7,170,425,80279
1cbaaeb2212bbbe9d458ca9b81d74db7,171,446,86302
1cbaaeb2212bbbe9d458ca9b81d74db7,172,408,79190
1cbaaeb2212bbbe9d458ca9b81d74db7,173,379,74617
1cbaaeb2212bbbe9d458ca9b81d74db7,174,384,74528
1cbaaeb2212bbbe9d458ca9b81d74db7,175,349,66705
1cbaaeb2212bbbe9d458ca9b81d74db7,176,391,76640
1cbaaeb2212bbbe9d458ca9b81d74db7,177,319,62590
1cbaaeb2212bbbe9d458ca9b81d74db7,178,350,68540
1cbaaeb2212bbbe9d458ca9b81d74db7,179,395,77238
1cbaaeb2212bbbe9d458ca9b81d74db7,180,351,68601
1cbaaeb2212bbbe9d458ca9b81d74db7,181,315,62049
1cbaaeb2212bbbe9d458ca9b81d74db7,182,281,55066
1cbaaeb2212bbbe9d458ca9b81d74db7,183,368,73714
1cbaaeb2212bbbe9d458ca9b81d74db7,184,298,60084
1cbaaeb2212bbbe9d458ca9b81d74db7,185,232,47382
1cbaaeb2212bbbe9d458ca9b81d74db7,186,306,62020
1cbaaeb2212bbbe9d458ca9b81d74db7,187,275,57200
1cbaaeb2212bbbe9d458ca9b81d74db7,188,297,61446
1cbaaeb2212bbbe9d458ca9b81d74db7,189,251,52561
1cbaaeb2212bbbe9d458ca9b81d74db7,190,273,57447
1cbaaeb2212bbbe9d458ca9b81d74db7,191,276,59207
1cbaaeb2212bbbe9d458ca9b81d74db7,192,251,53463
1cbaaeb2212bbbe9d458ca9b81d74db7,193,194,42465
1cbaaeb2212bbbe9d458ca9b81d74db7,194,207,45696
1cbaaeb2212bbbe9d458ca9b81d74db7,195,169,35941
1cbaaeb2212bbbe9d458ca9b81d74db7,196,169,36609
1cbaaeb2212bbbe9d458ca9b81d74db7,197,186,40995
1cbaaeb2212bbbe9d458ca9b81d74db7,198,220,48219
1cbaaeb2212bbbe9d458ca9b81d74db7,199,174,38589
1cbaaeb2212bbbe9d458ca9b81d74db7,200,199,43663
1cbaaeb2212bbbe9d458ca9b81d74db7,201,176,39211
1cbaaeb2212bbbe9d458ca9b81d74db7,202,266,58578
1cbaaeb2212bbbe9d458ca9b81d74db7,203,176,39582
1cbaaeb2212bbbe9d458ca9b81d74db7,204,190,42788
1cbaaeb2212bbbe9d458ca9b81d74db7,205,200,45510
1cbaaeb2212bbbe9d458ca9b81d74db7,206,174,39434
1cbaaeb2212bbbe9d458ca9b81d74db7,207,227,51646
1cbaaeb2212bbbe9d458ca9b81d74db7,208,163,37449
1cbaaeb2212bbbe9d458ca9b81d74db7,209,222,50410
1cbaaeb2212bbbe9d458ca9b81d74db7,210,153,34639
1cbaaeb2212bbbe9d458ca9b81d74db7,211,171,38490
1cbaaeb2212bbbe9d458ca9b81d74db7,212,121,27598
1cbaaeb2212bbbe9d458ca9b81d74db7,213,208,47431
1cbaaeb2212bbbe9d458ca9b81d74db7,214,180,41272
1cbaaeb2212bbbe9d458ca9b81d74db7,215,195,44708
1cbaaeb2212bbbe9d458ca9b81d74db7,216,107,25069
1cbaaeb2212bbbe9d458ca9b81d74db7,217,133,31507
1cbaaeb2212bbbe9d458ca9b81d74db7,218,177,42207
1cbaaeb2212bbbe9d458ca9b81d74db7,219,122,28632
1cbaaeb2212bbbe9d458ca9b81d74db7,220,161,39238
1cbaaeb2212bbbe9d458ca9b81d74db7,221,103,25503
1cbaaeb2212bbbe9d458ca9b81d74db7,222,173,42255
1cbaaeb2212bbbe9d458ca9b81d74db7,223,133,32342
1cbaaeb2212bbbe9d458ca9b81d74db7,224,139,33985
1cbaaeb2212bbbe9d458ca9b81d74db7,225,131,31918
1cbaaeb2212bbbe9d458ca9b81d74db7,226,117,28901
1cbaaeb2212bbbe9d458ca9b81d74db7,227,124,31376
1cbaaeb2212bbbe9d458ca9b81d74db7,228,99,25317
1cbaaeb2212bbbe9d458ca9b81d74db7,229,109,27208
1cbaaeb2212bbbe9d458ca9b81d74db7,230,111,27900
1cbaaeb2212bbbe9d458ca9b81d74db7,231,71,18379
1cbaaeb2212bbbe9d458ca9b81d74db7,232,125,31313
1cbaaeb2212bbbe9d458ca9b81d74db7,233,91,24029
1cbaaeb2212bbbe9d458ca9b81d74db7,234,79,20334
1cbaaeb2212bbbe9d458ca9b81d74db7,235,85,22142
1cbaaeb2212bbbe9d458ca9b81d74db7,236,73,19403
1cbaaeb2212bbbe9d458ca9b81d74db7,237,72,19261
1cbaaeb2212bbbe9d458ca9b81d74db7,238,75,20072
1cbaaeb2212bbbe9d458ca9b81d74db7,239,141,36883
1cbaaeb2212bbbe9d458ca9b81d74db7,240,94,24332
1cbaaeb2212bbbe9d458ca9b81d74db7,241,68,17483
1cbaaeb2212bbbe9d458ca9b81d74db7,242,63,16535
1cbaaeb2212bbbe9d458ca9b81d74db7,243,168,43806
1cbaaeb2212bbbe9d458ca9b81d74db7,244,74,19489
1cbaaeb2212bbbe9d458ca9b81d74db7,245,75,19979
1cbaaeb2212bbbe9d458ca9b81d74db7,246,72,19036
1cbaaeb2212bbbe9d458ca9b81d74db7,247,105,27908
1cbaaeb2212bbbe9d458ca9b81d74db7,248,66,17749
1cbaaeb2212bbbe9d458ca9b81d74db7,249,128,34302
1cbaaeb2212bbbe9d458ca9b81d74db7,250,110,29402
1cbaaeb2212bbbe9d458ca9b81d74db7,251,81,22916
1cbaaeb2212bbbe9d458ca9b81d74db7,252,86,23423
1cbaaeb2212bbbe9d458ca9b81d74db7,253,71,19886
1cbaaeb2212bbbe9d458ca9b81d74db7,254,86,23568
1cbaaeb2212bbbe9d458ca9b81d74db7,255,70,19241
1cbaaeb2212bbbe9d458ca9b81d74db7,256,38,10812
1cbaaeb2212bbbe9d458ca9b81d74db7,257,37,10665
1cbaaeb2212bbbe9d458ca9b81d74db7,258,64,18085
1cbaaeb2212bbbe9d458ca9b81d74db7,259,112,31483
1cbaaeb2212bbbe9d458ca9b81d74db7,260,117,33106
1cbaaeb2212bbbe9d458ca9b81d74db7,261,28,8161
1cbaaeb2212bbbe9d458ca9b81d74db7,262,59,16967
1cbaaeb2212bbbe9d458ca9b81d74db7,263,80,23223
1cbaaeb2212bbbe9d458ca9b81d74db7,264,50,14439
1cbaaeb2212bbbe9d458ca9b81d74db7,265,64,18758
1cbaaeb2212bbbe9d458ca9b81d74db7,266,57,16801
1cbaaeb2212bbbe9d458ca9b81d74db7,267,53,15159
1cbaaeb2212bbbe9d458ca9b81d74db7,268,30,8780
1cbaaeb2212bbbe9d458ca9b81d74db7,269,83,24287
1cbaaeb2212bbbe9d458ca9b81d74db7,270,33,9253
1cbaaeb2212bbbe9d458ca9b81d74db7,271,47,13698
1cbaaeb2212bbbe9d458ca9b81d74db7,272,43,12432
1cbaaeb2212bbbe9d458ca9b81d74db7,273,79,23114
1cbaaeb2212bbbe9d458ca9b81d74db7,274,52,15747
1cbaaeb2212bbbe9d458ca9b81d74db7,275,59,17131
1cbaaeb2212bbbe9d458ca9b81d74db7,276,30,9150
1cbaaeb2212bbbe9d458ca9b81d74db7,277,57,17430
1cbaaeb2212bbbe9d458ca9b81d74db7,278,44,13140
1cbaaeb2212bbbe9d458ca9b81d74db7,279,37,11117
1cbaaeb2212bbbe9d458ca9b81d74db7,280,38,11397
1cbaaeb2212bbbe9d458ca9b81d74db7,281,37,11178
1cbaaeb2212bbbe9d458ca9b81d74db7,282,62,18720
1cbaaeb2212bbbe9d458ca9b81d74db7,283,37,11454
1cbaaeb2212bbbe9d458ca9b81d74db7,284,41,12299
1cbaaeb2212bbbe9d458ca9b81d74db7,285,42,12733
1cbaaeb2212bbbe9d458ca9b81d74db7,286,11,3314
1cbaaeb2212bbbe9d458ca9b81d74db7,287,51,15733
1cbaaeb2212bbbe9d458ca9b81d74db7,288,30,9163
1cbaaeb2212bbbe9d458ca9b81d74db7,289,23,7027
1cbaaeb2212bbbe9d458ca9b81d74db7,290,28,8740
1cbaaeb2212bbbe9d458ca9b81d74db7,291,50,15573
1cbaaeb2212bbbe9d458ca9b81d74db7,292,21,6502
1cbaaeb2212bbbe9d458ca9b81d74db7,293,37,11600
1cbaaeb2212bbbe9d458ca9b81d74db7,294,32,9959
1cbaaeb2212bbbe9d458ca9b81d74db7,295,13,4326
1cbaaeb2212bbbe9d458ca9b81d74db7,296,27,8762
1cbaaeb2212bbbe9d458ca9b81d74db7,297,8,2536
1cbaaeb2212bbbe9d458ca9b81d74db7,298,20,6493
1cbaaeb2212bbbe9d458ca9b81d74db7,299,41,12996
1cbaaeb2212bbbe9d458ca9b81d74db7,300,14,4237
1cbaaeb2212bbbe9d458ca9b81d74db7,301,28,9030
1cbaaeb2212bbbe9d458ca9b81d74db7,302,8,2435
1cbaaeb2212bbbe9d458ca9b81d74db7,303,24,7760
1cbaaeb2212bbbe9d458ca9b81d74db7,304,13,4208
1cbaaeb2212bbbe9d458ca9b81d74db7,305,30,9501
1cbaaeb2212bbbe9d458ca9b81d74db7,306,3,987
1cbaaeb2212bbbe9d458ca9b81d74db7,307,20,6844
1cbaaeb2212bbbe9d458ca9b81d74db7,308,26,8577
1cbaaeb2212bbbe9d458ca9b81d74db7,309,6,2147
1cbaaeb2212bbbe9d458ca9b81d74db7,311,31,10722
1cbaaeb2212bbbe9d458ca9b81d74db7,312,7,2550
1cbaaeb2212bbbe9d458ca9b81d74db7,313,22,7694
1cbaaeb2212bbbe9d458ca9b81d74db7,314,23,7948
1cbaaeb2212bbbe9d458ca9b81d74db7,315,25,8502
1cbaaeb2212bbbe9d458ca9b81d74db7,316,25,8457
1cbaaeb2212bbbe9d458ca9b81d74db7,317,33,10938
1cbaaeb2212bbbe9d458ca9b81d74db7,318,12,4172
1cbaaeb2212bbbe9d458ca9b81d74db7,319,9,2967
1cbaaeb2212bbbe9d458ca9b81d74db7,320,28,9655
1cbaaeb2212bbbe9d458ca9b81d74db7,322,20,6940
1cbaaeb2212bbbe9d458ca9b81d74db7,323,18,5997
